Type,First Name,Last Name,Company,Email,Phone,Phone 2,Fax,Address,Address 2,City,State,Zip,APN,Property Address,Property City,Property County,Property State,Property Zip,Property Size,Short Legal Description,Offer Amount,Market Value,Assessed Value,Repair Estimate
Company,,,St Marys Co Metrop Commission,,,,,17 Shangri La Drive,,Lexington Park,MD,20653,1-006266,Three Notch Road,Evergreen Park,St Mary's County,MD,,1.38,\1.38 Ac\E/S Three Notch Rd\Evergreen Park,,,86600,
Company,,,State Of Maryland Dept Of Natural Resources,,,,,Tawes Office Bldg Dnr,,Annapolis,MD,21401,1-006495,Point Lookout Road,Scotland Beach,St Mary's County,MD,,0.4132,\Lts-173 & 174\Point Lookout Rd\Scotland Beach,,,58300,
Company,,,State Of Maryland Dept Of Natural Resources,,,,,Tawes Office Bldg Dnr,,Annapolis,MD,21401,1-006525,Point Lookout Road,Pount Lookout Rd,St Mary's County,MD,,1.91,\Imps 1.917 Acres\Point Lookout Rd\Pount Lookout Rd,,,90600,
Company,,,State Of Maryland Department Of Natural Resources,,,,,Tawes Office Bldg Dnr,,Annapolis,MD,21401,1-006568,14 Sf,Scotland Beach,St Mary's County,MD,,0.3294,"\14,347 Sf\N/F\Scotland Beach",,,14300,
Company,,,Heartwood Homes Ltd,,,,,41540 Singletree Dr,,Leonardtown,MD,20650,1-007114,Bennett Ct,Nr Ridge,St Mary's County,MD,,2.25,\2.250 Acres\S/W Bennett Ct\Nr Ridge,,,86200,
Company,,,Golden Eagle Properties Llc,,,,,109 Ramsay Rd,,Locust Grove,VA,22508,1-007181,49485 Bayne Road,Powell Blap,St Mary's County,MD,20680,1.37,\1.379 Acres\Plat 44/37\Waggoner/Powell Blap,,,100800,
Company,,,Derry Julia E Trustee,,,,,108 Woodland Trl C/O Carl E Derry,,Weatherford,TX,76085,1-007394,,Land Of Julia E Derry Tr,St Mary's County,MD,20680,6.63,\Lot 1\Plat 74/110\Land Of Julia E Derry Tr,,,15400,
Company,,,State Of Maryland Dept Of Natural Resources,,,,,Tawes Office Bldg Dnr,,Annapolis,MD,21401,1-008536,Point Lookout Road,Scotland Beach,St Mary's County,MD,,0.2066,Scotland Beach\Lot 33\Point Lookout Rd\Scotland Beach,,,42300,
Company,,,Dorsey Philip H Iii Trustee & John R Trustee,,,,,PO Box 530,,Leonardtown,MD,20650,1-007521,19772 Bay Side Road,Evergreen Park,St Mary's County,MD,20653,156.37,\156.37 Acres\S/S Evergreen Park Rd\Evergreen Park,,,29300,
Company,,,Dunbar Hattie A Trustee & Living Trust,,,,,PO Box 1,,Scotland,MD,20687,1-007750,Rt 235,Dameron,St Mary's County,MD,20628,2,\2.00 Acres\E/S Md Rt 235\Dameron,,,85000,
Company,,,Eberly Henry M & Dolores C Trustees The Eberly Living Trust,,,,,621 Beach Dr,,Annapolis,MD,21403,1-008056,,St Jeromes Beach,St Mary's County,MD,,1.7,\1.70 Acres\Plat 10/90\St Jeromes Beach,,,70100,
Company,,,Snow Hill Manor Farm Llc,,,,,131 Woodside South Ln C/O Martin Hask,,Berkeley Springs,WV,25411,1-009362,N Snow Hill Manor Road,,St Mary's County,MD,20653,219.68,\Snow Hill Manor Rese\North Snow Hill Manor Rd\,,,38200,
Company,,,Gladden Major Paul & Brenda Winckler Gladden Revoc Trust T/C,,,,,7315 Westminster Ct,,University Park,FL,34201,1-009672,Murray Road,,St Mary's County,MD,,12.9,\12.9 Ac\Longneck Rd\,,,97300,
Company,,,Commissioners Of St Marys County,,,,,PO Box 653,,Leonardtown,MD,20650,1-010034,Three Notch Road,,St Mary's County,MD,,0.9701,"\42,256 Sq Ft\W/S Three Notch Rd\",,,79300,
Company,,,Aiken Christopher P & Barbara S Trustees Of The Aiken Family,,,,,225 Westwood Rd,,Annapolis,MD,21401,1-010794,Holly Dr,Hays Beach,St Mary's County,MD,20687,0.1435,Hays Beach\Lot 1\Section 1\Hays Beach,,,31200,
Company,,,Commissioners Of St Marys County,,,,,PO Box 653,,Leonardtown,MD,20650,1-010964,Rt 235,Ridge,St Mary's County,MD,20680,0.33,"\14,375 Sq Ft\W/S Md Rt 235\Ridge",,,54600,
Company,,,State Of Maryland St Marys City Comm,,,,,St Marys City Comm PO Box 39,,St Marys City,MD,20686,1-011170,Mattapany Road,St Marys City,St Mary's County,MD,,2.09,\Pt Lot 30\Plat 9/174\St Marys City,,,91900,
Company,,,Albertsen Roy J Trustee,,,,,1008 Bonner Rd,,Lincolnton,GA,30817,1-011189,Mattapany Road,National Slavonic Societ,St Mary's County,MD,20653,4.68,\P/O Lot 30\Plat 9/174\National Slavonic Societ,,,98400,
Company,,,Harry James Retreat Lc A Maryland Limited Liability Compa,,,,,8321 Old Courhouse Rd Ste 300,,Vienna,VA,22182,1-011952,Harry James Road,,St Mary's County,MD,,133.46,\133.46 Acres\Harry James Rd\,,,23300,
Company,,,Hall Pond Refuge Llc,,,,,2887 Mill Woods Dr,,Finksburg,MD,21048,1-012487,Cornfield Harbor Dr,,St Mary's County,MD,20687,125.11,\125.11 Acres\W/S Cornfield Harbor Dr\,,,12400,
Company,,,Confederate Memorial Park Inc,,,,,410 Trailview Way C/O Betty Mann,,Friendswood,TX,77546,1-018698,Point Lookoout Road,,St Mary's County,MD,,1.567,\2.00 Acres\S/S Point Lookout Rd\,,,46100,
Company,,,Commissioners Of St Marys County,,,,,PO Box 653,,Leonardtown,MD,20650,1-013467,Beachville Road,,St Mary's County,MD,,0.3444,"\15,000 Sf\S/S Beachville Rd\",,,55300,
Company,,,Dominguez Jean H Trutee & Jane H Trustee,,,,,3200 Lady Marian Ln C/O Abel Domingue,,Midlothian,VA,23113,1-013785,,Rosecroft,St Mary's County,MD,,1.2,Rosecroft\Lot 39 Block D\Plat 4/24\Rosecroft,,,81000,
Company,,,Mbt Properties Llc,,,,,19860 Pear Hill Rd,,Leonardtown,MD,20650,1-014471,Wynne Road,Ridge,St Mary's County,MD,20680,0.98,"\42,688 Sq Ft\S/S Wynne Rd\Ridge",,,79400,
Company,,,Cole Patricia Ann Revocable Trust & Hal Edwin Revocable T,,,,,PO Box 366,,Saint Marys City,MD,20686,1-014617,47898 Water View Dr,Bluestone Estates,St Mary's County,MD,20684,0.3821,Bluestone Estates\Lot 29\Section 1\Bluestone Estates,,,69900,
Company,,,Raley Julia M Trustee Julia M Raley Trust,,,,,18000 Church Cove Ln,,Saint Inigoes,MD,20684,1-014986,Rt 235,Lexington Park,St Mary's County,MD,20653,86.97,\86.979 Acres\W/S Md Rt 235\Lexington Park,,,16300,
Company,,,State Of Maryland Dept Of Natural Resources,,,,,Tawes Office Building Dnr,,Annapolis,MD,21401,1-016172,,Scotland Beach,St Mary's County,MD,,0.4132,"Scotland Beach\Lots 158,159\No Address\Scotland Beach",,,58300,
Company,,,Baum William W The Most Rev R C Archbishop Of Washington,,,,,PO Box 240 C/O St Peter Claver Church,,St Inigoes,MD,20684,1-016210,48913 Sea Side View Road,,St Mary's County,MD,,209.15,\209.15 Acs\48913 Sea Side View Rd\,,,39200,
Company,,,Longview Vista Llc,,,,,100 Jibsail Dr Ste 103,,Prince Frederick,MD,20678,1-016636,Manor Ave,St Jeromes Shores,St Mary's County,MD,,1.145,St Jeromes Shores\Lots 1 & 2\Section 1 Block E\St Jeromes Sh,,,12400,
Company,,,Zupancic Living Trust The,,,,,14011 Cornfield Harbor Dr,,Scotland,MD,20687,1-017349,14011 Cornfield Harbor Dr,Cornfield Harbor,St Mary's County,MD,20687,0.9977,\Lot 3\Section 3\Cornfield Harbor,,,29600,
Company,,,Eag Properties Llc,,,,,19343 Three Notch Rd,,Lexington Park,MD,20653,1-017713,48579 Mattapany Road,St Mary City,St Mary's County,MD,,1.61,\P/O Lot 44\Plat 9/174\St Mary City,,,83000,
Company,,,Md Land Holdings Llc,,,,,PO Box 2,,Scotland,MD,20687,1-017861,50250 Penny Lane,Ridge,St Mary's County,MD,20680,14.39,\14.39 Acs\Part Of Bay Farm\Ridge,,,78400,
Company,,,State Of Maryland Dept Of Natural Resources,,,,,Tawes Office Building Dnr,,Annapolis,MD,21401,1-018817,10444 Point Lookout Road,Point Lookout,St Mary's County,MD,,0.1653,\Lot 23 & 24\Block 31\Point Lookout,,,14400,
Company,,,Carbone Properties Llc & John R & Philip H Dorsey Iii T/C,,,,,PO Box 530 C/O Philip H Dorsey Iii,,Leonardtown,MD,20650,1-018965,Rodo Dr,Rodo Beach,St Mary's County,MD,20687,125,\Reservation Areas\P/O St Michaels\Rodo Beach,,,23400,
Company,,,Carbone Properties Llc,,,,,PO Box 41,,Scotland,MD,20687,1-018973,,Rodo Beach,St Mary's County,MD,,0.5531,Rodo Beach\Lot 16\Plat 2 Block B\Rodo Beach,,,10800,
Company,,,Baum William W The Most Rev R C Archbishop Of Washington,,,,,PO Box 240 C/O St Peter Claver Church,,St Inigoes,MD,20684,1-019627,Sea View Road,Cardinal Gibbons Institu,St Mary's County,MD,20680,0.7425,Cardinal Gibbons Institu\Lot 1\Plat 2/19\Cardinal Gibbons,,,71000,
Company,,,State Of Maryland Dept Of Natural Resources,,,,,Tawes Office Bldg Dnr,,Annapolis,MD,21401,1-019902,Point Lookout Road,Scotland Beach,St Mary's County,MD,,0.8264,Scotland Beach\Lts 154 155 164 170\Plat 12/49\Scotland Beach,,,76300,
Company,,,State Of Maryland St Mary'S College Of Maryland,,,,,St Marys College 18952 E Fisher Rd,,Saint Marys City,MD,20686,1-024914,Point Lookout Road,Cawood'S Subd,St Mary's County,MD,,1.36,Cawood'S Subd\Lot 3 Eq 1.36 Acs\Plat 22/271\Cawoods Subd,,,86500,
Company,,,State Of Maryland St Marys City Commission,,,,,St Marys City Comm PO Box 39,,St Marys City,MD,20686,1-020757,18911 Kohut Way,St Marys City,St Mary's County,MD,,0.79,"\Imps 34,412 Sf\Sandidge House\St Marys City",,,74700,
Company,,,Seal Robert L Trustee,,,,,3708 Macgregor Ct,,Annandale,VA,22003,1-021133,14620 C Way,Scotland Beach,St Mary's County,MD,20687,0.2066,Scotland Beach\Lot 57\Plat Jmm 8/140\Scotland Beach,,,59900,
Company,,,Seal Robert L Living Trust & Elizabeth G Seal Living Trust T,,,,,3708 Macgregor Ct,,Annandale,VA,22003,1-021168,Rt 5,Scotland,St Mary's County,MD,,7.32,\7.32 Acres\S/S Md Rt 5\Scotland,,,38200,
Company,,,Commissioners Of St Marys County,,,,,PO Box 653,,Leonardtown,MD,20650,1-021656,49595 Fresh Pond Neck Road,Ridge,St Mary's County,MD,20680,2,\2.00 Acres\Fresh Pond Neck Rd\Ridge,,,80000,
Company,,,State Of Maryland St Mary'S College Of Maryland,,,,,St Marys College 18952 E Fisher Rd,,Saint Marys City,MD,20686,1-022105,17761 Point Lookout Road,Lexington Park,St Mary's County,MD,20653,2.18,\2.182 Acres\W/S Md Rt 5\Lexington Park,,,93100,
Company,,,State Of Maryland St Mary'S College Of Maryland,,,,,St Marys College 18952 E Fisher Rd,,Saint Marys City,MD,20686,1-022563,Mattapany Road,St Marys City,St Mary's County,MD,20686,2.75,\P/O Lot 30\Plat 9/174\St Marys City,,,96900,
Company,,,State Of Maryland Dept Of Natural Resources,,,,,Tawes Office Building Dnr,,Annapolis,MD,21401,1-022601,,Scotland Beach,St Mary's County,MD,,0.4132,Scotland Beach\Lots 160 & 161\Section 3\Scotland Beach,,,58300,
Company,,,Carbone Properties Llc,,,,,PO Box 41,,Scotland,MD,20687,1-023985,Rt 5,Scotland,St Mary's County,MD,20687,54.65,\54.65 Acs\N/S Md Rt 5\Scotland,,,12700,
Company,,,Commissioners Of St Marys County,,,,,PO Box 653,,Leonardtown,MD,20650,1-025511,Chestnut St,Park Pines,St Mary's County,MD,20653,0.9183,Park Pines\Lot 24\Block B\Park Pines,,,78600,
Company,,,A L M American Construction Inc,,,,,32450 River Hill Ct,,Lexington Park,MD,20653,1-025562,Matthews Dr,Park Pines,St Mary's County,MD,,0.9183,Park Pines\Lot 16 Block B\Sec 1 Plat 2/11\Park Pines,,,78600,
Company,,,Commissioners Of St Marys County,,,,,2001 Monumental Rd,,Baltimore,MD,21227,1-025805,Matthews Dr,Park Pines,St Mary's County,MD,,0.9183,Park Pines\Lot 27 Block A\Section 1\Park Pines,,,78600,
Company,,,Commissioners Of St Marys County,,,,,PO Box 653,,Leonardtown,MD,20650,1-025813,Matthews Dr,Park Pines,St Mary's County,MD,,0.9183,Park Pines\Lot 26 Block A\Section 1\Park Pines,,,78600,
Company,,,Dominguez Jean H Trustee & Jane H Trustee,,,,,3200 Lady Marian Ln C/O Abel Dominque,,Midlothian,VA,23113,1-026429,Rosecroft Road,Rosecroft,St Mary's County,MD,,0.85,Rosecroft\Lot 38\Block D\Rosecroft,,,77600,
Company,,,Carbone Properties Llc,,,,,PO Box 41,,Scotland,MD,20687,1-026771,Rt 415,On The Chesapeake Bay,St Mary's County,MD,20687,65.73,\65.734 Acres\N/S Md Rt 415\On The Chesapeake Bay,,,12300,
Company,,,Carbone Properties Llc & Philip H Dorsey Iii Trustee T/C,,,,,PO Box 530 C/O Philip H Dorsey Iii,,Leonardtown,MD,20650,1-027840,,Rodo Beach,St Mary's County,MD,,0.54,Rodo Beach\Lot 29\Section 3 Block B\Rodo Beach,,,10500,
Company,,,Carbone Properties Llc & Philip H Dorsey Iii Trustee T/C,,,,,PO Box 530 C/O Philip H Dorsey Iii,,Leonardtown,MD,20650,1-027859,,Rodo Beach,St Mary's County,MD,,0.54,Rodo Beach\Lot 30\Section 3 Block B\Rodo Beach,,,10500,
Company,,,Carbone Properties Llc & Philip H Dorsey Iii Trustee T/C,,,,,PO Box 530 C/O Philip H Dorsey Iii,,Leonardtown,MD,20650,1-027891,,Rodo Beach,St Mary's County,MD,,0.55,Rodo Beach\Lot 35\Section 3 Block B\Rodo Beach,,,10700,
Company,,,Carbone Properties Llc & Philip H Dorsey Iii Trustee T/C,,,,,PO Box 530 C/O Philip H Dorsey Iii,,Leonardtown,MD,20650,1-027905,,Rodo Beach,St Mary's County,MD,,0.64,Rodo Beach\Lot 37\Section 3 Block B\Rodo Beach,,,12500,
Company,,,Carbone Properties Llc & Philip H Dorsey Iii Trustee T/C,,,,,PO Box 530 C/O Philip H Dorsey Iii,,Leonardtown,MD,20650,1-027913,,Rodo Beach,St Mary's County,MD,,0.57,Rodo Beach\Lot 36\Section 3 Block B\Rodo Beach,,,11100,
Company,,,Carbone Properties Llc & Philip H Dorsey Iii Trustee T/C,,,,,PO Box 530 C/O Philip H Dorsey Iii,,Leonardtown,MD,20650,1-027921,,Rodo Beach,St Mary's County,MD,,0.53,Rodo Beach\Lot 34\Section 3 Block B\Rodo Beach,,,10300,
Company,,,State Of Maryland Dept Of Natural Resources,,,,,Tawes Office Bldg Dnr,,Annapolis,MD,21401,1-029738,6Th St,Scotland Beach,St Mary's County,MD,,0.2066,Scotland Beach\Lot 115\Sub 3\Scotland Beach,,,69400,
Company,,,Dziewit Joseph Stanley Trustee & Pauline Henry Trustee,,,,,48970 Spring Lake Dr,,Lexington Park,MD,20653,1-030086,48970 Spring Lake Dr,Evergreen Park,St Mary's County,MD,,0.4619,Evergreen Park\Lot 14\Section B\Evergreen Park,,,72000,
Company,,,Aiello Michael Trustee,,,,,668 King George Ln C/O Mary M Aiello,,Fernandina Beach,FL,32034,1-030124,Lake Dr,Evergreen Park,St Mary's County,MD,,0.5238,Evergreen Park\Lot 8\Section C\Evergreen Park,,,72900,
Company,,,Dorsey Brenda B Trustee Of The Brenda B Dorsey Revocable Tru,,,,,PO Box 1159,,Leonardtown,MD,20650,1-030159,48881 Evergreen Park Road,Evergreen Park,St Mary's County,MD,20653,0.4619,Evergreen Park\Lot 11\Section C\Evergreen Park,,,97100,
Company,,,Facchina Easement Properties Llc,,,,,PO Box 186,,La Plata,MD,20646,1-030175,Rt 235,Lexington Park,St Mary's County,MD,20653,179.5,\179.50 Acres\E/S Md Rt 235\Lexington Park,,,89700,
Company,,,State Of Maryland For The Use Of St Mary'S College Of Maryla,,,,,18952 E Fisher Rd,,Saint Marys City,MD,20686,1-031589,19431 S Snow Hill Manor Road,Snow Hill,St Mary's County,MD,20653,2.41,\Parcel F\Plat 19/20\Snow Hill,,,21300,
Company,,,Mchale Kevin J Co-Trustee & Carol L Co-Trustee,,,,,2600 Sequoia Way,,Prince Frederick,MD,20678,1-031694,Lucas Cove Road,P/O Dutchmans Point,St Mary's County,MD,20653,3,\Lot 14\E/S Lucas Cove Rd\P/O Dutchmans Point,,,90000,
Company,,,State Of Maryland St Marys City Commission,,,,,St Marys City Comm PO Box 39,,St Marys City,MD,20686,1-031740,W Fisher Road,St Marys City,St Mary's County,MD,,1.19,\1.1925 Acres\St Johns Arch Site\St Marys City,,,90200,
Company,,,State Of Maryland Dept Of Natural Resources,,,,,Tawes Office Bldg Dnr,,Annapolis,MD,21401,1-031813,9 Sf,Scotland Beach,St Mary's County,MD,,0.2066,"Scotland Beach\Lot 101 Eq 9,000 Sf\Sub 3\Scotland Beach",,,42300,
Company,,,State Of Maryland Dept Of Natural Resources,,,,,Tawes Office Bldg,,Annapolis,MD,21401,1-031821,5Th St,Scotland Beach,St Mary's County,MD,,0.2066,"Scotland Beach\Lot 102 Eq. 9,000\Sub 3\Scotland Beach",,,42300,
Company,,,State Of Maryland Dept Of Natural Resources,,,,,Tawes Office Bldg,,Annapolis,MD,21401,1-031848,9 Sf,Scotland Beach,St Mary's County,MD,,0.2066,"Scotland Beach\Lot 103 Eq. 9,000 Sf\Sub 3\Scotland Beach",,,42300,
Company,,,State Of Maryland Dept Of Natural Resources,,,,,Tawes Office Bldg,,Annapolis,MD,21401,1-031856,Point Lookout Road,Scotland Beach,St Mary's County,MD,,0.2066,"Scotland Beach\Lot 104 Eq 9,000 Sf\Sub 3\Scotland Beach",,,42300,
Company,,,State Of Maryland Dept Of Natural Resources,,,,,Tawes Office Bldg,,Annapolis,MD,21401,1-031864,Point Lookout Road,Scotland Beach,St Mary's County,MD,,0.2066,Scotland Beach\Lot 105\Sub 3\Scotland,,,42300,
Company,,,State Of Maryland Dept Of Natural Resources,,,,,Tawes Office Bldg,,Annapolis,MD,21401,1-031872,5Th St,Scotland Beach,St Mary's County,MD,,0.2066,Scotland Beach\Lot 106\Sub 3\Scotland Beach,,,42300,
Company,,,State Of Maryland Dept Of Natural Resources,,,,,Tawes Office Bldg,,Annapolis,MD,21401,1-031880,5Th St,Scotland Beach,St Mary's County,MD,,0.2066,Scotland Beach\Lot 107\Sub 3\Scotland Beach,,,42300,
Company,,,State Of Maryland Dept Of Natural Resources,,,,,Tawes Office Bldg,,Annapolis,MD,21401,1-031899,5Th St,Scotland Beach,St Mary's County,MD,,0.2066,Scotland Beach\Lot 108\Sub 3\Scotland Beach,,,42300,
Company,,,State Of Maryland Dept Of Natural Resources,,,,,Tawes Office Bldg,,Annapolis,MD,21401,1-031902,6Th St,Scotland Beach,St Mary's County,MD,,0.2066,Scotland Beach\Lot 121\Sub 3\Scotland Beach,,,42300,
Company,,,State Of Maryland Dept Of Natural Resources,,,,,Tawes Office Bldg,,Annapolis,MD,21401,1-031910,6Th St,Scotland Beach,St Mary's County,MD,,0.2066,Scotland Beach\Lot 122\Sub 3\Scotland Beach,,,42300,
Company,,,State Of Maryland Dept Of Natural Resources,,,,,Tawes Office Bldg,,Annapolis,MD,21401,1-031929,6Th St,Scotland Beach,St Mary's County,MD,,0.2066,Scotland Beach\Lot 123\Sub 3\Scotland Beach,,,42300,
Company,,,State Of Maryland Dept Of Natural Resources,,,,,Tawes Office Bldg,,Annapolis,MD,21401,1-031937,Point Lookout Road,Scotland Beach,St Mary's County,MD,,0.2066,Scotland Beach\Lot 124\Sub 3\Scotland Beach,,,42300,
Company,,,State Of Maryland Dept Of Natural Resources,,,,,Tawes Office Bldg,,Annapolis,MD,21401,1-031945,6Th St,Scotland Beach,St Mary's County,MD,,0.2066,Scotland Beach\Lot 125\Sub 3\Scotland,,,42300,
Company,,,State Of Maryland Dept Of Natural Resources,,,,,Tawes Office Bldg,,Annapolis,MD,21401,1-031953,6Th St,Scotland Beach,St Mary's County,MD,,0.2066,Scotland Beach\Lot 126\Sub 3\Scotland Beach,,,42300,
Company,,,State Of Maryland Dept Of Natural Resources,,,,,Tawes Office Bldg,,Annapolis,MD,21401,1-031961,7Th St,Scotland Beach,St Mary's County,MD,,0.2066,Scotland Beach\Lot 147\Sub 3\Scotland Beach,,,42300,
Company,,,State Of Maryland Dept Of Natural Resources,,,,,Tawes Office Bldg,,Annapolis,MD,21401,1-031988,7Th St,Scotland Beach,St Mary's County,MD,,0.2066,Scotland Beach\Lot 148\Sub 3\Scotland Beach,,,42300,
Company,,,State Of Maryland Dept Of Natural Resources,,,,,Tawes Office Bldg,,Annapolis,MD,21401,1-031996,7Th St,Scotland Beach,St Mary's County,MD,,0.2066,Scotland Beach\Lot 149\Sub 3\Scotland Beach,,,42300,
Company,,,Board Of County Commissioners Of St Marys County Md,,,,,23115 Leonard Hall Rd,,Leonardtown,MD,20650,1-032003,,Scotland Beach,St Mary's County,MD,,0.2066,Scotland Beach\Lot 13\Sub 3\Scotland Beach,,,42300,
Company,,,State Of Maryland Dept Of Natural Resources,,,,,Tawes Office Bldg,,Annapolis,MD,21401,1-032038,Point Lookout Road,Scotland Beach,St Mary's County,MD,,0.2066,Scotland Beach\Lot 34\Sub 3\Scotland Beach,,,42300,
Company,,,State Of Maryland Dept Of Natural Resources,,,,,Tawes Office Bldg,,Annapolis,MD,21401,1-032046,A St,Scotland Beach,St Mary's County,MD,,0.2066,Scotland Beach\Lot 35\Sub 3\Scotland Beach,,,42300,
Company,,,State Of Maryland Dept Of Natural Resources,,,,,Tawes Office Bldg,,Annapolis,MD,21401,1-032054,9 Sf,Scotland Beach,St Mary's County,MD,,0.2066,"Scotland Beach\Lot 99 Eq 9,000 Sf\Sub 3\Scotland Beach",,,42300,
Company,,,Anthony Homes Inc,,,,,19146 Hamlet Ct,,Lexington Park,MD,20653,1-030426,Waterview Dr,Bluestone Estates,St Mary's County,MD,20684,0.582,Bluestone Estates\Lot 19\Section 1\Bluestone Estates,,,73700,
Company,,,Dorsey Mary Devlin & Dixie Lee Trustees T/C,,,,,1160 Sw Chapman Way Unit 202,,Palm City,FL,34990,1-030744,,Rodo Beach,St Mary's County,MD,,0.9206,Rodo Beach\Lot 39 Block C\Section 3 Plat 5/99\Rodo Beach,,,42400,
Company,,,Philip H Dorsey Iii Revocable Trus,,,,,PO Box 530,,Leonardtown,MD,20650,1-030760,15266 Lake Dr,Rodo Beach,St Mary's County,MD,20687,0.9986,Rodo Beach\Lot 46\Section 3 Block C\Rodo Beach,,,50100,
Company,,,Waldschmitt Alice Gst Exempt Trust & Robert S,,,,,44427 Airport Rd Ste 400 C/O Robert W,,California,MD,20619,1-038524,Easley Road,Bay Harbor,St Mary's County,MD,20628,0.4591,Bay Harbor\Lot 21\Plat 2 Block N\Bay Harbor,,,40000,
